iter	Logloss
553	0.2428730258
554	0.2427818522
555	0.2426840342
556	0.2426549424
557	0.2426245438
558	0.2425066237
559	0.2423942614
560	0.2422967071
561	0.2420831996
562	0.2419725528
563	0.2419089051
564	0.2417551386
565	0.2417115819
566	0.241602877
567	0.241581565
568	0.2414930019
569	0.2412796257
570	0.2411441165
571	0.2410166587
572	0.2409115652
573	0.2408343118
574	0.2407445285
575	0.2406161298
576	0.2404942475
577	0.2404101209
578	0.2402523631
579	0.2401468725
580	0.2400107954
581	0.2399888258
582	0.2399641781
583	0.2398394897
584	0.2397377405
585	0.2396139236
586	0.2395115338
587	0.2394589173
588	0.2394336438
589	0.2393530964
590	0.2393320662
591	0.2392389271
592	0.2391894206
593	0.239149313
594	0.2391302101
595	0.2389858583
596	0.2388909088
597	0.2387614387
598	0.2387156398
599	0.2386377991
600	0.2385175815
601	0.2384615526
602	0.2384213122
603	0.2382935932
604	0.2382085537
605	0.2381874425
606	0.2380767427
607	0.237959382
608	0.2378719532
609	0.2377676379
610	0.2377441518
611	0.2376306542
612	0.2375414969
613	0.2374629839
614	0.237419422
615	0.2373356839
616	0.23721377
617	0.237173765
618	0.2371206795
619	0.2370662455
620	0.2370403522
621	0.2369465449
622	0.2368623254
623	0.2368089317
624	0.2367541729
625	0.236679792
626	0.2366176108
627	0.2364994755
628	0.236410893
629	0.2363236293
630	0.236221706
631	0.236180443
632	0.2360815028
633	0.2359737825
634	0.2358793048
635	0.2358632725
636	0.2356916753
637	0.2355780783
638	0.2354721518
639	0.2353766672
640	0.2352823853
641	0.2352706945
642	0.2351584954
643	0.2350730805
644	0.2349813545
645	0.2348908225
646	0.2348141893
647	0.2347320919
648	0.2346742824
649	0.2346357611
650	0.2345367317
651	0.2344869638
652	0.2342825772
653	0.234211877
654	0.23414658
655	0.2340595609
656	0.2339616709
657	0.2338898592
658	0.2337950677
659	0.2336383927
660	0.2335579561
661	0.2334379756
662	0.2333687801
663	0.2333509298
664	0.2331841129
665	0.2331371525
666	0.2330992054
667	0.2330381695
668	0.2330208047
669	0.2329297131
670	0.2328156065
671	0.2327143788
672	0.232671648
673	0.232572655
674	0.2325237601
675	0.232402716
676	0.2323808952
677	0.2322927924
678	0.2321974658
679	0.2321429644
680	0.232042134
681	0.2319982569
682	0.2319119812
683	0.231895163
684	0.2317634344
685	0.2316711268
686	0.2316320225
687	0.2316216869
688	0.2315513632
689	0.2314745889
690	0.2313217358
691	0.2312362315
692	0.2311686216
693	0.2310483675
694	0.230934513
695	0.2308519693
696	0.23074758
697	0.230731075
698	0.2306745337
699	0.2305491537
700	0.2304432827
701	0.2304270923
702	0.2303873652
703	0.2302841846
704	0.2302059839
705	0.2300985542
706	0.230048422
707	0.2300344838
708	0.2299362366
709	0.229920546
710	0.2298049185
711	0.2297028392
712	0.2295268827
713	0.2294989317
714	0.2294364135
715	0.2293567025
716	0.229264726
717	0.2291631104
718	0.2291360519
719	0.2290922382
720	0.2289889107
721	0.2288979777
722	0.2287752316
723	0.2286980765
724	0.2286773036
725	0.2286186834
726	0.2285388374
727	0.228488824
728	0.2283947912
729	0.2283543321
730	0.2282294149
731	0.2281694749
732	0.2279999426
733	0.2279107871
734	0.2278847949
735	0.2278455256
736	0.227814858
737	0.2277387796
738	0.2276651125
739	0.2276056013
740	0.2275477183
741	0.2275224147
742	0.227452182
743	0.227326222
744	0.2272418678
745	0.2271448146
746	0.2270091453
747	0.2268691089
748	0.2267215144
749	0.2266888058
750	0.226632833
751	0.2265656386
752	0.22647264
753	0.2264623761
754	0.226392795
755	0.2263520943
756	0.2261900228
757	0.2261653926
758	0.2260096116
759	0.2259857161
760	0.2259624951
761	0.2258696144
762	0.2258238796
763	0.2257531194
764	0.2256942956
765	0.2256385272
766	0.2255510143
767	0.2255299278
768	0.2255092356
769	0.2254553461
770	0.2253947612
771	0.2253326609
772	0.2253083531
773	0.225293572
774	0.225159248
775	0.2251119658
776	0.2250505201
777	0.2249880529
778	0.2249347896
779	0.2249129622
780	0.224833521
781	0.2247641667
782	0.2247269274
783	0.2246360748
784	0.2244958272
785	0.224474938
786	0.2243257173
787	0.2242342543
788	0.2241091976
789	0.2240060482
790	0.2239583346
791	0.2239015551
792	0.2238074121
793	0.223757939
794	0.2236586896
795	0.2235885149
796	0.2235683082
797	0.2234824225
798	0.2234251909
799	0.2233555416
800	0.2233109005
801	0.2232130778
802	0.2231987194
803	0.2231589284
804	0.2230550135
805	0.2229746477
806	0.2229590965
807	0.222816155
808	0.2227960643
809	0.22276
810	0.2225470533
811	0.222482877
812	0.2224345633
813	0.2222706143
814	0.2221739396
815	0.2221226646
816	0.2221046342
817	0.22206111
818	0.2220205114
819	0.2219512595
820	0.2218797081
821	0.2218319896
822	0.2217895303
823	0.2216373169
824	0.2215208197
825	0.2213887411
826	0.2213393452
827	0.2212022438
828	0.2211059575
829	0.221048943
830	0.2209608312
831	0.2208464517
832	0.2207914573
833	0.2206795931
834	0.2206137981
835	0.2205814462
836	0.2204907322
837	0.2204563454
838	0.220390147
839	0.2203021104
840	0.2201905351
841	0.220111194
842	0.2200287173
843	0.2199874637
844	0.2199732762
845	0.2198773379
846	0.2197702187
847	0.2197300939
848	0.2196101997
849	0.2195938498
850	0.2195059288
851	0.2194440639
852	0.2194047519
853	0.2193662781
854	0.2193504464
855	0.2193276442
856	0.2192884698
857	0.2191784926
858	0.2191408105
859	0.219043872
860	0.2190301543
861	0.2190046149
862	0.2189523468
863	0.2189370005
864	0.2188749442
865	0.2188167091
866	0.2187239116
867	0.2186163876
868	0.2185146094
869	0.2184250897
870	0.2183400139
871	0.2182431227
872	0.218185037
873	0.2180991361
874	0.2180153109
875	0.2179986127
876	0.2179209494
877	0.2178903019
878	0.2177220634
879	0.2176764884
880	0.2175148355
881	0.2174033878
882	0.2173274618
883	0.217259144
884	0.2172278259
885	0.2171018716
886	0.217008881
887	0.216930064
888	0.2168835753
889	0.216853594
890	0.2167826708
891	0.2167677459
892	0.2166354066
893	0.2166227862
894	0.2165836609
895	0.2165468318
896	0.2165343527
897	0.2164848375
898	0.2163865183
899	0.216371955
900	0.2162928747
901	0.2161894818
902	0.2161138461
903	0.2158671315
904	0.2157894744
905	0.2156923119
906	0.2156111006
907	0.2155356548
908	0.2154216874
909	0.2153164388
910	0.215300119
911	0.2152228409
912	0.2151356101
913	0.2150494505
914	0.2149780846
915	0.2149307604
916	0.2147290865
917	0.2146788018
918	0.2146093811
919	0.2145185316
920	0.214478136
921	0.2144683238
922	0.2144231362
923	0.214397614
924	0.2143574422
925	0.2141278922
926	0.2141137816
927	0.2139456162
928	0.2138606851
929	0.2137779437
930	0.2136628848
931	0.213593204
932	0.2135032065
933	0.2134390294
934	0.2134030786
935	0.2133753935
936	0.2133341471
937	0.2131974584
938	0.2131277815
939	0.213116223
940	0.2130362203
941	0.2129581781
942	0.212912909
943	0.2128695259
944	0.2128371647
945	0.2127621562
946	0.2126796712
947	0.2125811399
948	0.2123700768
949	0.2123257284
950	0.2121513187
951	0.2120791074
952	0.2120520762
953	0.2119686052
954	0.2118983243
955	0.2117007437
956	0.2116141071
957	0.2115846758
958	0.2114896613
959	0.2114044101
960	0.2113681127
961	0.2112965654
962	0.2112385822
963	0.2112303317
964	0.2111903355
965	0.2111248489
966	0.2111158857
967	0.2110810291
968	0.2109772072
969	0.2109231941
970	0.2108207721
971	0.2107388321
972	0.2107088057
973	0.2106146701
974	0.2105016684
975	0.210417096
976	0.2103864532
977	0.210285359
978	0.2102128802
979	0.2100250228
980	0.2099553553
981	0.2099330887
982	0.2099243774
983	0.2098177083
984	0.2097865043
985	0.2096967985
986	0.2096416471
987	0.2095650909
988	0.2095390258
989	0.2093587761
990	0.209288695
991	0.2091864572
992	0.2091114796
993	0.2090616905
994	0.2090519055
995	0.2089282984
996	0.208777278
997	0.2087120387
998	0.2086571875
999	0.2085984251
4
999	0.2049994586

